owner_id,host_rating
10159650,4.84
166224308,4.78
110336100,4.83
381356383,5.0
23103843,1.25
83514040,4.89
165244282,0.0
374349951,4.915
120239479,0.0
101612155,2.5
129310393,3.75
366418920,0.0
101640501,4.96
126768209,0.0
220783521,0.0
8370514,5.0
75776806,4.67
323851619,0.0
373616738,0.0
92806193,5.0
315273196,5.0
105708307,4.59
73082025,2.46
189562161,4.8
246441773,4.67
109042854,5.0
433968085,0.0
430585151,0.0
109483089,0.0
326233746,0.0
74027937,1.6666666667
308175413,4.89
332727679,5.0
77577553,0.0
419818403,0.0
169275131,5.0
325211040,5.0
165888822,0.0
319605783,0.0
386131983,0.0
476579600,0.0
113666593,4.82
230006743,5.0
162585732,5.0
264773914,4.96
380302479,0.0
226078169,4.525
359544218,0.0
180296424,0.0
383909653,4.95
435690796,5.0
167569451,4.76
173569929,3.2666666667
101734536,0.0
247696441,0.0
150342406,0.0
327430438,4.9625
475121056,0.0
171688982,2.375
36070472,5.0
302702704,5.0
180302094,4.5
227340794,2.5
366616428,5.0
385295216,4.825
225434762,4.92
421185794,0.0
371313086,0.0
232233138,0.0
236053936,4.29
316565571,0.0
244321397,3.645
166783222,5.0
234329543,2.5
304099262,4.25
434062035,0.0
463768676,0.0
110189550,4.91
61107521,5.0
418495155,0.0
77681146,4.88
133647571,0.0
167603448,5.0
36989196,0.0
376186882,5.0
299061122,0.0
274071036,0.8333333333
300720968,2.3668055556
381365841,2.045
56718852,4.64
36744243,5.0
240277136,0.0
208056138,4.94
470937255,0.0
415855541,2.5
238074831,0.0
111737756,0.0
227594061,1.6666666667
144514467,5.0
169664266,5.0
145049953,4.88
125090650,0.0
108336055,2.5
296494797,0.0
322646748,5.0
220737905,0.0
9084471,4.9
250722245,4.675
433363775,2.5
434380326,1.6666666667
151495511,0.0
383314934,0.0
28920555,4.875
158295070,2.5
385095021,4.89
110200695,3.2866666667
430294957,2.5
25087975,3.6073755656
162684865,4.8233333333
236978313,4.8
482274506,0.0
373737784,4.57
158715358,4.9575
240840442,4.97
239093257,0.0
103038239,5.0
416896363,0.0
318699493,5.0
460740748,0.0
483460863,0.0
433070697,0.0
227834788,4.9
185692897,0.994
69152415,5.0
476875761,0.0
380356667,0.0
107462496,5.0
14888607,0.0
321167083,0.0
170710320,0.0
421142206,0.0
404012447,5.0
44156806,4.92
175656422,5.0
162540682,5.0
329280036,0.0
110419832,4.0785714286
152796126,0.0
417180752,4.835
188535925,0.0
109092525,0.0
314446041,0.0
236856401,0.0
13438026,5.0
380780941,0.0
40289577,1.2666666667
310733490,4.86
302814591,0.0
273327824,0.0
104832895,1.6666666667
437811583,0.0
131316335,0.0
61270790,5.0
370169853,4.8
296425742,0.0
24551949,2.25
480949131,0.0
95888620,4.96
328958164,0.0
3062823,0.0
213764678,4.77
430447931,4.8
444160678,0.0
286841956,2.3483333333
231644904,2.335
195840129,4.8
102517845,0.5357142857
103848653,0.0
262876896,4.96
158051176,1.67
108138764,2.5
110473993,2.5
311396561,5.0
478435329,0.0
463405041,0.0
397869265,0.0
383499457,0.0
288114147,4.9
225009501,5.0
225964047,5.0
115154732,1.972
58923973,0.0
217080820,0.0
356383311,0.0
4727992,5.0
88356886,0.0
28521333,2.475
220694322,0.0
299822427,0.0
106268855,0.0
61960015,4.5
201308692,0.0
238932071,0.0
220624993,0.0
156008927,0.0
326458106,0.0
29487482,4.93
481294804,0.0
27896667,4.86
11727789,0.0
458642218,0.0
20614599,3.838
309821176,2.275
161286393,4.76
176755776,0.0
169252530,4.94
232385898,4.75
335322010,0.0
202127260,4.4
439145457,0.0
290161751,0.0
272535706,4.78
480585598,0.0
220416642,5.0
138708345,4.75
475336436,0.0
330624480,0.0
381203250,0.0
276687424,5.0
236375971,0.0
296333236,4.82
236805065,0.0
478531409,4.57
64893490,0.0
137095078,4.86
160745003,5.0
330887734,4.0
436309266,5.0
157642052,4.945
227465771,4.6225
62313742,4.94
262658644,4.81
319227148,1.0324418605
430783312,0.0
174889749,0.0
290343918,4.85
177947115,4.67
103222174,2.42
175710937,0.0
177501787,4.88
310945071,0.0
430043694,0.0
186585666,5.0
153090665,5.0
305132451,4.86
389123743,2.215
377206981,4.67
111241128,0.0
110896044,4.85
182763921,5.0
128771488,4.92
372210158,0.0
309350590,2.8228571429
219082837,0.0
438960914,0.0
259249058,0.0
315710597,5.0
320812173,4.95
227055235,0.0
237620710,0.0
22570269,4.65
105740437,4.92
174353142,0.0
73239240,5.0
106547408,4.94
52230606,5.0
434663707,0.0
318477256,4.7
107291237,5.0
306280412,0.0
364996446,5.0
238473291,5.0
304134162,0.0
316209609,0.0
326702962,0.0
86908741,0.0
85004053,4.83
371131601,0.0
303715263,4.9
103471234,0.0
259026859,0.934
372698739,0.0
231952365,0.0
327662417,2.5
212601232,5.0
70021543,4.92
92782985,2.45
218429540,5.0
98414571,0.0
375621325,0.0
310877946,3.75
25320135,4.76
457004593,1.6666666667
58608265,2.5
129310845,0.0
160358661,0.0
147375383,4.78
33233945,0.0
425473274,4.67
111930374,0.0
149116090,0.0
294098173,4.78
301873812,4.81
66858411,4.85
156159180,0.0
316784417,2.5
151399458,0.0
53067088,4.67
151279792,0.0
123340570,4.89
104998472,4.82
230148203,4.6
20489673,4.29
258729677,0.0
230398122,5.0
152853655,5.0
438298228,0.0
15484490,3.215
313823117,0.0
191707506,4.75
12495996,0.0
13695044,0.0
309967691,5.0
160783538,0.0
137858264,0.0
129305956,2.415
482254048,0.0
480760177,0.0
418616551,0.0
154361388,4.8866666667
415735119,0.0
144660561,0.0
291557375,5.0
223413507,2.0
235510737,5.0
435937608,0.0
323964010,0.0
140443383,5.0
423282229,0.0
190172658,4.86
221607457,5.0
245407115,2.405
14958831,0.0
426361261,5.0
166209485,4.98
16064115,4.93
50437102,4.8
365165683,0.0
480634405,0.0
317532674,4.5
231264248,4.95
198175483,2.165
217320452,4.795
119032889,0.0
10844239,4.8
40876651,0.0
100797063,5.0
168516218,0.0
196396754,0.0
62167711,0.0
434091777,0.0
126518059,4.67
399736541,0.0
328765192,3.75
162106468,4.67
425429201,0.0
165983666,5.0
269515817,0.0
46560089,4.0
164192627,4.62
169848306,0.0
166446698,4.89
444290112,0.0
57580549,4.66
66358855,5.0
170359573,4.78
85969786,0.0
416640660,3.4414634146
59124872,0.0
250280089,0.0
96151306,0.0
294386451,0.0
319665944,0.0
450017009,0.0
206024183,5.0
173095913,1.6366666667
268665681,0.0
177154341,0.0
52012298,4.89
165032197,4.91
427135728,4.93
153857738,2.415
381068128,4.8
384242018,0.0
307148021,4.67
7932101,4.83
471284872,5.0
314466565,5.0
384399952,2.5
302289127,0.0
306358746,4.73
441315430,0.0
115375904,0.0
432745172,0.0
112557986,5.0
435035114,4.67
319503302,0.0
220783660,0.0
7182017,5.0
297625905,0.0
227777128,3.4009855769
335354388,4.2
127219435,5.0
105011732,4.715
189037199,4.945
302118000,0.0
106009433,4.915
431890947,5.0
367477498,4.71
429909078,0.0
139009479,0.0
369701425,0.0
16105306,4.5
407965480,5.0
101949914,4.82
74618839,4.93
485703487,0.0
305552440,5.0
435022276,0.0
53905925,0.0
110012306,3.866
49042224,0.0
110204537,4.5
168195965,4.96
481839497,0.0
388432575,0.0
152170176,4.97
44507062,0.0
482481294,0.0
103043977,4.83
374425488,4.7
80578530,2.2
43117008,5.0
394811013,0.0
317743762,0.0
103109620,0.0
388579140,0.0
169900731,0.0
300788626,2.0
113275089,0.0
115337089,2.76
232497028,0.0
230839862,5.0
329907586,4.67
332627905,4.84
444526305,0.0
329276848,0.0
468028496,0.0
408202248,0.0
103981192,4.33
105817120,0.0
91730241,0.0
142707286,3.2233333333
334146248,0.0
473005631,0.0
280145364,0.0
93862579,3.2083333333
140421589,4.79
175266074,4.9
2143734,4.785
337890221,0.0
69191845,4.985
53425416,4.33
435253920,0.0
161956442,2.5
147931197,0.0
168322081,0.0
223343081,0.0
383985373,0.0
423212079,4.85
236317125,4.75
368433422,5.0
49337983,0.0
242310728,0.0
238065241,4.33
265440299,0.0
37612950,0.0
112570505,3.52
65675548,4.86
310683481,4.695
242932189,4.87
2148217,4.98
229032494,4.74
375615711,0.0
319140878,0.0
323096006,0.0
303112828,2.91
5263146,0.0
436951335,0.0
171267825,3.0
310881501,5.0
333393398,0.0
24743808,4.76
13485904,5.0
337026052,0.0
134087687,4.73
31885329,5.0
436662368,5.0
336023744,4.8
233296236,5.0
454119180,4.82
436404651,0.0
127253121,5.0
424431012,0.0
12736275,0.0
428298165,0.0
295233490,5.0
5347944,5.0
231414872,4.63
159561676,0.3730769231
438469031,0.0
178028206,5.0
326692828,4.96
434021428,3.3333333333
459657178,0.0
469664852,0.0
162145287,4.67
159977897,0.0
117687109,4.86
176986182,5.0
240932793,0.0
232479767,4.89
424402464,0.0
280390620,5.0
212260437,0.0
109164509,0.0
139154004,0.0
411745559,0.0
168310177,0.0
296517732,4.71
135735718,5.0
481247844,0.0
369077673,0.0
218812941,0.0
239512859,4.72
435171085,0.0
107753235,4.735
112652747,5.0
296809674,5.0
339727439,0.0
375248486,5.0
91719657,5.0
238467734,0.0
280193449,0.0
147956363,5.0
60134337,0.0
376655157,0.0
120391588,5.0
381960524,0.0
196148459,0.0
236341086,4.82
10844679,4.97
226638643,4.82
1723261,4.85
284732986,5.0
408832570,4.67
305296132,0.0
485104119,0.0
103095966,4.42
116728426,1.6266666667
157192031,0.0
336024803,4.67
111995006,0.0
105561896,0.0
105230015,2.335
335855171,5.0
293117368,0.0
10550294,4.912
240428142,2.5
135443225,0.0
153296376,4.73
108840538,5.0
372883505,0.0
100594958,4.85
103243197,0.0
278487875,5.0
263320703,2.986
244978209,4.92
614119,0.0
327671745,0.0
110414745,0.0
310513907,4.96
372108880,0.0
66106937,3.8064
182125044,4.8
226613785,4.73
86779574,5.0
334026730,0.0
206392989,5.0
114146376,0.0
236385921,5.0
383311015,1.9583606557
49169952,0.0
239345328,4.39
376533155,5.0
106652331,4.67
229274315,0.0
83542300,0.0
231931637,3.33
50686077,0.4463636364
31687536,2.48
178688636,0.0
321958177,4.0
130826485,0.0
431725917,0.0
318863399,0.0
217616073,4.9
70155917,4.785
229296509,0.0
2677455,1.1875
319406007,3.3333333333
219606283,4.77
232585108,5.0
263435216,0.0
199793253,4.92
230244281,0.0
98143435,0.0
228403370,0.0
480072934,0.0
161692672,4.88
99685826,5.0
10884438,0.0
109634800,0.0
302395914,5.0
476520828,0.0
10345238,4.57
110691853,0.0
4678179,4.905
318376849,4.93
309595586,0.0
162375131,4.7
152266545,0.0
234940904,5.0
120964560,4.925
18945210,5.0
455792752,0.0
240079780,0.0
147977024,5.0
458402228,5.0
214614090,0.0
168019026,4.71
110658212,5.0
377474773,4.79
228914327,0.0
219453957,5.0
340165323,4.955
204156283,4.795
157399374,3.13
429974034,0.0
224709540,4.92
230786695,2.415
459954966,4.67
133520764,4.6933333333
225019504,0.0
3720208,0.0
422556183,0.0
313535137,0.0
168122034,0.0
383199167,0.0
156636556,0.0
381155155,4.8
221430579,4.67
168145437,4.71
105500320,4.9166666667
157171553,4.6
148099479,4.3867857143
423307662,0.0
321003612,4.91
130018021,0.0
323002255,4.8
106051867,5.0
157190106,4.8
422667807,0.0
177035999,4.91
151161136,2.5
448455470,5.0
227735361,4.84
437514996,0.0
424751659,4.92
269736294,0.0
56482862,5.0
251417506,0.0
431761341,0.0
466627759,0.0
114450626,4.81
399614905,0.0
315968304,0.0
48402037,4.9
317861424,0.0
164526960,4.82
164424847,4.895
321172190,5.0
237271118,4.94
68384276,5.0
326895837,0.0
227770961,4.68
49098290,0.0
171583124,0.0
338776641,2.5
88508226,2.5
370310179,4.1
311658930,0.0
299274683,4.75
115900186,3.1125
318589301,4.97
226154699,5.0
375269196,0.0
23490099,5.0
296715956,0.0
113357677,0.0
105038845,4.59
214163257,4.86
180785497,0.0
227684144,0.0
47311819,4.87
475344499,0.0
319660499,5.0
202600428,0.0
377357657,0.0
150151348,4.915
106563200,0.0
346413288,0.0
184449418,5.0
170267028,5.0
152133170,4.98
433040093,0.0
306251639,5.0
485070900,0.0
416325293,4.82
399995881,2.41
271799023,4.96
235303878,5.0
208537149,0.0
161767416,0.0
230907885,0.0
308145585,1.6666666667
383668072,4.33
423069187,2.5
108826867,4.87
230026059,0.0
213219877,0.0
74271527,0.0
244081776,4.87
429150561,0.0
335037395,4.25
289251805,4.78
53262728,4.905
297111596,0.0
93034042,5.0
92121131,4.9333333333
102723242,0.0
290793972,4.95
326128329,4.98
46288679,4.8966666667
381771043,5.0
456375827,0.0
170418069,0.0
417296236,0.0
35023031,4.7825
102340166,4.83
125337984,4.95
261384905,0.0
117019974,4.97
173486240,1.7260344828
152370899,0.0
434075268,5.0
150460130,4.83
30212746,4.88
61282268,0.0
153666636,0.0
326409521,5.0
250550900,0.0
349657300,5.0
231949701,0.0
136079481,4.84
241110689,5.0
374445473,2.4583333333
428246324,0.0
154505641,0.0
156654379,0.0
182050913,4.96
478786430,0.0
228834571,0.0
53704251,4.79
231285290,0.0
232011444,4.9666666667
235456768,0.0
274333034,4.77
926300,5.0
54348143,5.0
24729125,3.3333333333
157538002,3.2333333333
171165107,0.0
483072214,0.0
219346495,0.0
141153766,3.45
112911357,5.0
423493779,0.0
305137031,1.835
327764459,0.0
121264728,5.0
361048066,5.0
5726206,4.89
232534010,4.47
409649251,4.97
238904183,2.5
55597690,0.0
294065583,0.0
445832382,0.0
233212126,0.0
184679455,4.92
434025161,0.0
366576721,2.45
481138640,0.0
357523335,4.86
367703602,0.0
68137847,1.6666666667
213815652,4.0
234415155,4.96
330683989,3.3333333333
382426693,0.0
272771814,0.0
236768388,4.69
270709427,0.0
275635094,0.0
165620689,0.0
423951050,0.0
167285571,0.0
147662807,4.7
122560130,4.71
304829392,0.0
335850167,4.67
456504598,0.0
263491134,4.93
106715459,4.33
427257613,5.0
169763433,5.0
432383711,0.0
381366415,5.0
248695342,4.78
33938471,0.0
261580249,0.0
267372694,4.82
226494357,0.0
107935353,4.83
161683616,4.4
94612437,1.5833333333
460210511,4.08
82821456,0.0
122024207,0.0
112425672,0.0
477089238,0.0
46714863,3.832
480354853,0.0
316540946,0.0
162454953,0.0
117321897,4.92
433218131,0.0
101550920,2.74
147972265,4.75
139478367,5.0
13091719,0.0
210489555,2.325
248697693,0.0
427224270,4.57
473627189,0.0
95436178,4.83
235532848,4.94
266298810,4.89
380142830,5.0
82132129,5.0
33728845,0.0
438899331,0.0
298458124,0.0
58396235,0.0
244579673,4.39
356647485,0.0
18104687,5.0
130019477,0.0
114065429,4.68
328811246,0.0
240172830,0.0
291609302,4.985
114511450,2.465
108479878,1.7621428571
115638117,4.93
161440717,0.0
45671121,4.2
91120095,4.9
340571146,2.445
302256141,0.0
235552021,0.0
378513320,4.895
197029123,4.71
143362426,0.0
118497497,0.0
170767051,5.0
157541365,0.0
110451280,0.0
158267412,4.99
217310954,2.5
225959170,0.0
441209799,1.6666666667
26641197,0.0
218514766,0.0
286958538,5.0
119518729,0.0
373148696,0.0
385117347,0.0
232597970,4.8
116665407,3.27
433015716,5.0
243517950,2.4733333333
162290634,4.71
431691291,0.0
64678031,4.84
454189646,5.0
365813520,4.53
400784901,0.0
161042784,4.91
31856877,4.915
57849850,4.43
156639454,2.455
441988449,2.5
53765443,0.0
297670834,4.67
245421179,0.0
160830266,5.0
84934849,1.6666666667
4791904,0.0
402155538,0.0
226373761,2.5
100747811,0.0
427427423,0.0
228740317,5.0
325721445,4.83
369855154,5.0
158524919,5.0
310697839,0.0
232397272,0.0
155904224,4.86
188775788,0.0
142863352,0.0
106330361,0.0
108700429,4.75
239800724,4.86
243111172,0.0
149852166,4.75
295153552,0.0
304194186,5.0
380472245,0.0
90814676,0.0
318023861,4.11
158464110,4.57
368708585,5.0
44463664,1.6666666667
15890874,4.8033333333
216262651,3.86
202533076,0.0
372322591,5.0
227388410,5.0
129653205,0.0
11439153,0.0
426267990,0.0
84154181,4.73
131466104,4.99
220704302,4.81
375147651,4.69
323588415,5.0
190164451,0.0
223637551,4.86
104867797,0.0
264090279,5.0
149094930,5.0
245835245,0.0
163733499,4.71
168108001,0.0
201292310,2.5
258214366,0.0
143133534,4.71
103411225,4.93
323789095,4.5033333333
475891242,0.0
50656328,4.98
149410057,2.9333333333
435480931,0.0
213200283,4.63
48408494,4.94
196896931,4.8
437134351,0.0
201531634,4.87
148119460,2.5
139465074,4.82
43124174,4.83
99108658,5.0
379944942,0.0
151579579,5.0
382599340,0.0
8792221,5.0
237290724,0.0
180317883,0.0
57171213,4.8966666667
160690351,0.0
374647384,5.0
106754227,2.415
200196762,4.91
343888118,0.0
23708576,4.63
438301067,5.0
377925224,0.0
28207866,4.885
25183987,0.0
14025459,4.7675
69010709,3.3233333333
236974153,0.0
385845753,0.0
162121775,3.28
30659225,0.0
316842971,5.0
153960680,0.0
485337224,0.0
96701184,0.0
326669607,0.0
107879761,4.93
426641992,0.0
377247370,0.0
377481530,0.0
334003380,0.0
96224012,4.905
431452915,0.0
429961943,5.0
442491043,0.0
42475256,0.0
286339490,2.806
221339864,0.0
187017335,0.0
162431528,0.0
432871398,0.0
183879824,1.1875
423033523,0.0
171346802,4.52
63773778,1.4583333333
133618567,4.79
60637188,2.45
398441071,4.83
310053678,4.935
38116885,5.0
157555666,0.0
113630743,4.73
59078946,4.9575
222416842,0.0
23842069,3.2233333333
480134990,0.0
99610787,5.0
203400373,0.0
349046103,0.0
435509246,5.0
215945872,4.94
104163128,2.2206666667
395975580,4.56
298545921,1.1152941176
424702301,5.0
377608843,0.0
375921173,4.0
218567001,0.0
245099122,0.0
162818655,5.0
253629184,4.94
349810128,5.0
389650375,0.0
14104791,4.7
434214086,0.0
106280471,5.0
111587713,4.82
175327791,4.64
382797356,4.5
274985150,4.84
61417713,4.96
107201107,5.0
130899725,4.925
212032884,0.0
170775875,0.0
377385194,4.5
209157920,0.0
221900942,0.0
360015894,0.0
221280627,4.875
263236296,0.0
161405497,5.0
9625128,2.44
149172647,4.75
13675693,4.9633333333
